1.307087573748025591e+02,0.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01
-1.880546322765629386e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01
4.707367792600721401e+01,2.000000000000000000e+00,1.300000000000000000e+01,1.500000000000000000e+01
-8.310173992482249332e+02,2.000000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01
1.653807192451541042e+01,3.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+01
-2.717225142730811527e+01,3.000000000000000000e+00,1.300000000000000000e+01,1.400000000000000000e+01
3.563133735635906874e+01,4.000000000000000000e+00,1.100000000000000000e+01,1.500000000000000000e+01
-5.802997597797257185e+02,4.000000000000000000e+00,1.200000000000000000e+01,1.400000000000000000e+01
1.806226369542034149e+01,4.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01
2.117464226942315264e+01,5.000000000000000000e+00,1.000000000000000000e+01,1.500000000000000000e+01
-2.096127786894028588e+01,5.000000000000000000e+00,1.100000000000000000e+01,1.400000000000000000e+01
-7.171925703216174064e+00,5.000000000000000000e+00,1.200000000000000000e+01,1.300000000000000000e+01
3.054916126884847927e+01,6.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+01
-5.318962001006677838e+02,6.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01
1.078275742980567742e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01
-3.790342087683515047e+02,6.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01
2.551481911090784038e+01,7.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
-1.879424978737921137e+01,7.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01
1.769496277227890602e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.300000000000000000e+01
-1.388759209295749741e+01,7.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01
-5.200732487087684603e+02,8.000000000000000000e+00,8.000000000000000000e+00,1.400000000000000000e+01
7.188814508158353433e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.300000000000000000e+01
-3.650847894967369029e+02,8.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01
3.069702088765023706e+00,8.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01
-1.511582830088411455e+01,9.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01
-3.164293895120164457e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01
-3.602980664591902382e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
